HPI rank,Country,ISO,,Continent,Population (thousands),Life Expectancy (years),Ladder of life (Wellbeing) (0-10),Ecological Footprint (g ha),HPI,"Biocapacity for year 
(g ha)",GDP per capita ($)
18,Mexico,MEX,2017MEX,1,124777.326,74.9,6.410299301,2.623132531,54.11144842,1.6,19785.90501
15,Mexico,MEX,2018MEX,1,126190.782,75,6.549578667,2.60141551,55.02105747,1.57,19993.71739
23,Mexico,MEX,2019MEX,1,127575.5,75.0,6.43,2.58,54.3,1.56,19766
22,Mexico,MEX,2020MEX,1,128932.8,72.6,5.96,2.13,52.1,1.55,..
8,Moldova,MDA,2015MDA,7,4070.705,71.5,6.017472267,1.530720247,55.76270768,1.61,10360.82959
27,Moldova,MDA,2016MDA,7,4066.013,71.6,5.577784061,1.704609444,51.55072489,1.6,10942.55087
40,Moldova,MDA,2017MDA,7,4059.687,71.7,5.325530529,1.866907293,48.90989304,1.6,11651.31745
33,Moldova,MDA,2018MDA,7,4051.95,71.8,5.682277203,1.96620229,50.60364962,1.57,12363.14684
37,Moldova,MDA,2019MDA,7,4043.3,71.9,5.80,2.04,51.0,1.56,13022
25,Moldova,MDA,2020MDA,7,4034.0,71.2,5.81,1.86,51.5,1.55,..
139,Mongolia,MNG,2015MNG,8,2998.433,69.1,4.982719898,7.323417564,26.91293083,1.61,11022.95648
139,Mongolia,MNG,2016MNG,8,3056.358,69.3,5.056999683,7.621831436,26.68082725,1.6,10940.41507
146,Mongolia,MNG,2017MNG,8,3113.788,69.5,5.333850384,8.04620625,27.0210166,1.6,11311.79382
146,Mongolia,MNG,2018MNG,8,3170.214,69.7,5.464622974,9.664828807,24.72542004,1.57,11915.5793
151,Mongolia,MNG,2019MNG,8,3225.2,69.9,5.56,10.08,24.5,1.56,12317
,Mongolia,MNG,2020MNG,8,3278.3,,6.01,9.95,,1.55,..
87,Montenegro,MNE,2015MNE,7,626.957,76.5,5.124921322,3.712395724,41.89296266,1.61,18321.89756
79,Montenegro,MNE,2016MNE,7,627.271,76.6,5.304066181,3.707825723,42.98068696,1.6,18857.90297
82,Montenegro,MNE,2017MNE,7,627.563,76.7,5.614798546,4.085460949,43.26495167,1.6,19745.11298
82,Montenegro,MNE,2018MNE,7,627.803,76.8,5.650189877,4.104997878,43.28636699,1.57,20752.62045
101,Montenegro,MNE,2019MNE,7,628.0,76.9,5.39,4.22,41.3,1.56,21603
61,Montenegro,MNE,2020MNE,7,628.1,75.7,5.72,3.77,44.3,1.55,..
22,Morocco,MAR,2015MAR,4,34663.608,75.7,5.163156986,1.789557021,51.40795506,1.61,7129.68627
14,Morocco,MAR,2016MAR,4,35126.274,76,5.38630724,1.661657846,54.03605083,1.6,7109.242906
24,Morocco,MAR,2017MAR,4,35581.257,76.2,5.312482834,1.768041014,52.95231399,1.6,7314.154487
38,Morocco,MAR,2018MAR,4,36029.089,76.5,4.896791935,1.782915598,49.87068701,1.57,7437.637535
39,Morocco,MAR,2019MAR,4,36471.8,76.7,5.06,1.82,50.9,1.56,7515
35,Morocco,MAR,2020MAR,4,36910.6,76.4,4.80,1.73,49.3,1.55,..
99,Mozambique,MOZ,2015MOZ,5,27042.001,57.2,4.549767494,0.794238931,38.48049333,1.61,1262.613081
102,Mozambique,MOZ,2016MOZ,5,27829.93,58.3,4.414815426,0.771077498,38.59457063,1.6,1273.783084
112,Mozambique,MOZ,2017MOZ,5,28649.007,59.3,4.279863358,0.804465155,38.3428658,1.6,1283.65987
93,Mozambique,MOZ,2018MOZ,5,29496.009,60.2,4.653713703,0.762535411,41.5696699,1.57,1289.738003
79,Mozambique,MOZ,2019MOZ,5,30366.0,60.9,4.93,0.72,44.2,1.56,1281
,Mozambique,MOZ,2020MOZ,5,31255.4,61.6,,,,1.55,..
98,Myanmar,MMR,2015MMR,8,52680.724,65.8,4.223846436,1.647427119,38.54776205,1.61,4268.500515
89,Myanmar,MMR,2016MMR,8,53045.199,66.2,4.623119831,1.684802906,41.14836783,1.6,4482.924518
114,Myanmar,MMR,2017MMR,8,53382.521,66.6,4.154341698,1.708556523,38.31323451,1.6,4739.910118
106,Myanmar,MMR,2018MMR,8,53708.318,66.9,4.410633087,1.746158362,39.83167699,1.57,5029.180876
107,Myanmar,MMR,2019MMR,8,54045.4,67.1,4.43,1.75,40.0,1.56,5142
75,Myanmar,MMR,2020MMR,8,54409.8,67.2,4.43,1.72,40.2,1.55,..
109,Namibia,NAM,2015NAM,5,2314.901,62.1,4.529762904,1.825591307,37.0056706,1.61,10487.50002
126,Namibia,NAM,2016NAM,5,2358.044,62.6,4.485534509,2.550851501,34.04333668,1.6,10266.74525
125,Namibia,NAM,2017NAM,5,2402.623,63,4.441306114,2.102830819,35.85611864,1.6,10050.50128
117,Namibia,NAM,2018NAM,5,2448.3,63.4,4.834087849,2.034064871,38.57984512,1.57,9931.972912
126,Namibia,NAM,2019NAM,5,2494.5,63.7,4.44,1.94,36.8,1.56,9637
,Namibia,NAM,2020NAM,5,2540.9,,4.45,1.82,,1.55,..
35,Nepal,NPL,2015NPL,6,27015.033,69.5,4.812436581,0.962500331,49.28776969,1.61,2911.548304
29,Nepal,NPL,2016NPL,6,27263.43,69.8,5.099539757,1.041023037,51.05097307,1.6,2902.249217
43,Nepal,NPL,2017NPL,6,27632.682,70.2,4.736692429,1.092066691,48.3830935,1.6,3099.306082
43,Nepal,NPL,2018NPL,6,28095.712,70.5,4.910086632,1.173995395,49.16969376,1.57,3252.743328
27,Nepal,NPL,2019NPL,6,28608.7,70.8,5.45,1.20,53.1,1.56,3417
,Nepal,NPL,2020NPL,6,29136.8,70.9,,,,1.55,..
28,Netherlands,NLD,2015NLD,3,16938.492,81.7,7.324437141,5.422548045,50.45889694,1.61,53143.29965
17,Netherlands,NLD,2016NLD,3,16981.285,81.9,7.540877342,4.985808928,53.68594754,1.6,54019.80035
22,Netherlands,NLD,2017NLD,3,17021.343,82,7.458965302,5.024509566,53.1166972,1.6,55264.57036
18,Netherlands,NLD,2018NLD,3,17059.56,82.1,7.463097095,4.813214642,54.01096098,1.57,56239.95536
18,Netherlands,NLD,2019NLD,3,17097.1,82.3,7.43,4.59,54.9,1.56,56810
5,Netherlands,NLD,2020NLD,3,17134.9,81.6,7.50,4.21,56.8,1.55,..
15,New Zealand,NZL,2015NZL,2,4614.527,81.7,7.418120861,4.925947837,53.20181426,1.61,41106.7184
12,New Zealand,NZL,2016NZL,2,4659.265,81.9,7.225687981,4.471543489,54.37656561,1.6,41671.90256
13,New Zealand,NZL,2017NZL,2,4702.029,82,7.32718277,4.322969965,55.81019187,1.6,42101.39587
9,New Zealand,NZL,2018NZL,2,4743.131,82.1,7.370285988,4.074509741,57.25973168,1.57,42642.66293
11,New Zealand,NZL,2019NZL,2,4783.1,82.3,7.21,3.87,57.4,1.56,43148
2,New Zealand,NZL,2020NZL,2,4822.2,82.5,7.26,3.38,60.8,1.55,..
5,Nicaragua,NIC,2015NIC,1,6223.234,73.6,5.924112797,1.498266138,57.16899761,1.61,5630.397464
7,Nicaragua,NIC,2016NIC,1,6303.97,73.9,6.012739658,1.754731864,56.1793593,1.6,5811.910595
3,Nicaragua,NIC,2017NIC,1,6384.843,74.1,6.476356506,1.740174226,59.74465975,1.6,6004.017296
17,Nicaragua,NIC,2018NIC,1,6465.502,74.3,5.81895256,1.867514524,54.18555087,1.57,5694.92448
16,Nicaragua,NIC,2019NIC,1,6545.5,74.5,6.11,2.04,55.2,1.56,5407
,Nicaragua,NIC,2020NIC,1,6624.6,74.6,,,,1.55,..
134,Niger,NER,2015NER,5,20001.663,60.6,3.671453714,1.633603934,31.74591484,1.61,1132.331205
116,Niger,NER,2016NER,5,20788.789,61.1,4.234645844,1.599893413,35.51831581,1.6,1151.655159
113,Niger,NER,2017NER,5,21602.388,61.6,4.615673542,1.564738265,38.32558134,1.6,1163.683259
90,Niger,NER,2018NER,5,22442.831,62,5.164007187,1.542992738,41.90897353,1.57,1200.966203
100,Niger,NER,2019NER,5,23310.7,62.4,5.00,1.51,41.4,1.56,1225
,Niger,NER,2020NER,5,24206.6,62.8,,,,1.55,..
114,Nigeria,NGA,2015NGA,5,181137.454,53.1,4.932914734,1.089426287,35.8888557,1.61,5514.770455
105,Nigeria,NGA,2016NGA,5,185960.244,53.5,5.219567776,1.065062377,37.89295421,1.6,5284.891949
109,Nigeria,NGA,2017NGA,5,190873.247,54,5.321928024,1.023790323,39.11294842,1.6,5190.354386
114,Nigeria,NGA,2018NGA,5,195874.685,54.3,5.252288342,1.008926849,38.90693084,1.57,5155.074546
137,Nigeria,NGA,2019NGA,5,200963.6,54.7,4.36,0.99,34.1,1.56,5135
72,Nigeria,NGA,2020NGA,5,206139.6,55.1,5.50,0.96,41.2,1.55,..
81,North Macedonia,MKD,2015MKD,7,2079.335,75.4,4.975589752,3.157434727,42.68560487,1.61,15121.12307
54,North Macedonia,MKD,2016MKD,7,2080.746,75.5,5.34574604,2.896622876,46.2416857,1.6,15541.21281
70,North Macedonia,MKD,2017MKD,7,2081.996,75.6,5.233866692,3.06168418,44.80451926,1.6,15699.89421
76,North Macedonia,MKD,2018MKD,7,2082.957,75.7,5.239834785,2.949917399,45.27590392,1.57,16147.72998
82,North Macedonia,MKD,2019MKD,7,2083.5,75.8,5.02,2.95,43.9,1.56,16660
59,North Macedonia,MKD,2020MKD,7,2083.4,74.4,5.05,2.66,44.5,1.55,..
26,Norway,NOR,2015NOR,3,5199.827,81.9,7.603433609,5.754590367,50.67855619,1.61,63188.66728
25,Norway,NOR,2016NOR,3,5250.95,82,7.596331596,5.467441028,51.87219257,1.6,63305.60402
34,Norway,NOR,2017NOR,3,5296.324,82.1,7.578744888,5.775153972,50.53455496,1.6,64255.28265
37,Norway,NOR,2018NOR,3,5337.96,82.3,7.444262028,5.667377822,50.21740314,1.57,64655.68752
38,Norway,NOR,2019NOR,3,5378.9,82.4,7.44,5.51,50.9,1.56,64962
28,Norway,NOR,2020NOR,3,5421.2,82.7,7.29,5.26,51.3,1.55,..
43,Pakistan,PAK,2015PAK,6,199426.953,66.6,4.823194981,0.791605196,48.10268146,1.61,4278.346427
18,Pakistan,PAK,2016PAK,6,203631.356,66.8,5.548508167,0.824596542,53.22461771,1.6,4421.670349
16,Pakistan,PAK,2017PAK,6,207906.21,66.9,5.830870628,0.863778249,55.05779695,1.6,4571.414491
25,Pakistan,PAK,2018PAK,6,212228.288,67.1,5.471553802,0.873021631,52.39046558,1.57,4739.768808
73,Pakistan,PAK,2019PAK,6,216565.3,67.3,4.44,0.87,45.1,1.56,4690
,Pakistan,PAK,2020PAK,6,220892.3,67.4,,0.85,,1.55,..
16,"Palestine, State of",PSE,2015PSE,4,4529.16,73.4,4.695239067,0.774529355,52.9289479,1.61,6048.976597
11,"Palestine, State of",PSE,2016PSE,4,4635.644,73.6,4.906618118,0.756118455,54.86205981,1.6,6438.93364
27,"Palestine, State of",PSE,2017PSE,4,4747.233,73.7,4.62813282,0.812429998,52.29639146,1.6,6401.740891
27,"Palestine, State of",PSE,2018PSE,4,4862.978,73.9,4.5539217,0.864397842,51.30103809,1.57,6318.210068
42,"Palestine, State of",PSE,2019PSE,4,4981.4,74.0,4.48,0.94,50.3,1.56,6220
,"Palestine, State of",PSE,2020PSE,4,5101.4,72.9,,,,1.55,..
3,Panama,PAN,2015PAN,1,3968.49,77.8,6.605550289,2.353808081,59.61897837,1.61,28436.35983
6,Panama,PAN,2016PAN,1,4037.073,78,6.117638111,2.260211915,56.93162189,1.6,29337.88139
2,Panama,PAN,2017PAN,1,4106.764,78.1,6.567658901,2.270548219,60.10793063,1.6,30454.76381
5,Panama,PAN,2018PAN,1,4176.868,78.3,6.281434059,2.17913361,58.66240568,1.57,31049.17931
6,Panama,PAN,2019PAN,1,4246.4,78.5,6.09,2.10,57.9,1.56,31459
,Panama,PAN,2020PAN,1,4314.8,75.8,,,,1.55,..
60,Paraguay,PRY,2015PRY,1,6688.746,73.7,5.559724331,2.966967429,46.02595075,1.61,11810.42797
48,Paraguay,PRY,2016PRY,1,6777.878,73.8,5.801380157,2.890093677,47.91831036,1.6,12157.80061
55,Paraguay,PRY,2017PRY,1,6867.058,74,5.71329546,3.090904849,46.51049958,1.6,12594.34143
57,Paraguay,PRY,2018PRY,1,6956.069,74.1,5.68296051,2.948252402,46.92878022,1.57,12850.46496
55,Paraguay,PRY,2019PRY,1,7044.6,74.3,5.65,2.80,47.6,1.56,12685
,Paraguay,PRY,2020PRY,1,7132.5,73.6,,,,1.55,..
24,Peru,PER,2015PER,1,30470.739,75.8,5.577263355,2.371760991,50.85814263,1.61,12110.26888
20,Peru,PER,2016PER,1,30926.036,76,5.700628757,2.22869112,52.63961877,1.6,12403.68875
20,Peru,PER,2017PER,1,31444.299,76.3,5.710936546,2.146596444,53.45396197,1.6,12506.53017
20,Peru,PER,2018PER,1,31989.265,76.5,5.679661274,2.124119242,53.33301717,1.57,12782.37633
15,Peru,PER,2019PER,1,32510.5,76.7,6.00,2.09,55.9,1.56,12848
,Peru,PER,2020PER,1,32971.8,74.2,,1.87,,1.55,..
10,Philippines,PHL,2015PHL,8,102113.206,70.6,5.547489166,1.136656153,54.40935611,1.61,7300.135781
21,Philippines,PHL,2016PHL,8,103663.812,70.8,5.430832863,1.311292302,52.443902,1.6,7705.045222
19,Philippines,PHL,2017PHL,8,105172.921,71,5.594270229,1.33671735,53.61026026,1.6,8120.842309
16,Philippines,PHL,2018PHL,8,106651.394,71.1,5.869172573,1.410517823,54.93372905,1.57,8516.094388
12,Philippines,PHL,2019PHL,8,108116.6,71.2,6.27,1.50,57.1,1.56,8908
36,Philippines,PHL,2020PHL,8,109581.1,71.1,5.08,1.40,49.3,1.55,..
56,Poland,POL,2015POL,7,38034.076,77.9,6.007021904,4.115993292,46.22308935,1.61,27885.80961
55,Poland,POL,2016POL,7,37989.218,78.1,6.162076473,4.349812156,46.16811923,1.6,28774.2728
69,Poland,POL,2017POL,7,37953.176,78.3,6.201268196,4.712723393,45.00138843,1.6,30160.49423
80,Poland,POL,2018POL,7,37921.585,78.5,6.111485004,4.760620326,44.27596619,1.57,31775.26164
74,Poland,POL,2019POL,7,37887.8,78.7,6.24,4.77,45.0,1.56,33226
56,Poland,POL,2020POL,7,37846.6,77.3,6.14,4.43,44.9,1.55,..
75,Portugal,PRT,2015PRT,3,10368.346,81.2,5.080866337,3.94438521,43.53658371,1.61,31218.13566
57,Portugal,PRT,2016PRT,3,10325.54,81.4,5.446637154,3.968619361,45.74078356,1.6,31949.20921
63,Portugal,PRT,2017PRT,3,10288.527,81.7,5.711499214,4.40181771,45.6479221,1.6,33150.20997
64,Portugal,PRT,2018PRT,3,10256.192,81.9,5.919822693,4.566558766,46.12374519,1.57,34149.39832
63,Portugal,PRT,2019PRT,3,10226.2,82.0,6.10,4.78,46.3,1.56,34905
46,Portugal,PRT,2020PRT,3,10196.7,81.2,5.77,4.04,47.0,1.55,..
140,Qatar,QAT,2015QAT,4,2565.708,79.8,6.374529362,14.58434634,24.87044297,1.61,95965.17643
,Qatar,QAT,2016QAT,4,2654.379,79.9,,14.21852259,,1.6,95601.9874
,Qatar,QAT,2017QAT,4,2724.727,80,,14.72037707,,1.6,91738.8538
,Qatar,QAT,2018QAT,4,2781.682,80.1,,14.91070345,,1.57,90970.22442
152,Qatar,QAT,2019QAT,4,2832.1,80.2,6.37,15.04,24.3,1.56,90044
,Qatar,QAT,2020QAT,4,2881.1,79.6,,12.12,,1.55,..
37,Romania,ROU,2015ROU,7,19925.182,75.5,5.777491093,2.931425287,48.85549262,1.61,23954.3959
38,Romania,ROU,2016ROU,7,19796.28,75.6,5.96887064,3.028765191,49.55906318,1.6,25225.26379
42,Romania,ROU,2017ROU,7,19653.966,75.8,6.089904785,3.402462701,48.53868715,1.6,27230.52382
55,Romania,ROU,2018ROU,7,19506.11,75.9,6.150878906,3.641012763,47.63387338,1.57,28616.6
64,Romania,ROU,2019ROU,7,19364.6,76.0,6.13,3.93,46.2,1.56,29969
,Romania,ROU,2020ROU,7,19237.7,74.6,,3.72,,1.55,..
101,Russia,RUS,2015RUS,7,144985.059,71.5,5.995538712,5.178031955,38.06952237,1.61,25566.28763
107,Russia,RUS,2016RUS,7,145275.374,71.8,5.85494566,5.190674842,37.48104911,1.6,25568.90779
130,Russia,RUS,2017RUS,7,145530.091,72.1,5.578742981,5.475099538,35.44718967,1.6,26005.97994
130,Russia,RUS,2018RUS,7,145734.034,72.4,5.513500214,5.490276514,35.12681073,1.57,26667.72544
131,Russia,RUS,2019RUS,7,145872.3,72.6,5.44,5.46,34.9,1.56,27044
85,Russia,RUS,2020RUS,7,145934.5,70.4,5.50,5.05,35.1,1.55,..
95,Rwanda,RWA,2015RWA,5,11369.066,67.5,3.483108997,0.686465198,39.61006104,1.61,1889.157275
101,Rwanda,RWA,2016RWA,5,11668.829,67.9,3.332989931,0.689257275,38.70454113,1.6,1950.528104
120,Rwanda,RWA,2017RWA,5,11980.96,68.3,3.10837388,0.674639047,37.36791393,1.6,1975.252453
96,Rwanda,RWA,2018RWA,5,12301.969,68.7,3.5610466,0.641798171,41.10205847,1.57,2088.754318
115,Rwanda,RWA,2019RWA,5,12626.9,69.0,3.27,0.61,39.2,1.56,2227
,Rwanda,RWA,2020RWA,5,12952.2,69.3,,,,1.55,..
97,Saudi Arabia,SAU,2015SAU,4,31717.676,74.7,6.345491886,5.990331797,39.01627851,1.61,48921.22913
86,Saudi Arabia,SAU,2016SAU,4,32443.443,74.8,6.473921299,5.411623376,41.57445544,1.6,48627.1493
104,Saudi Arabia,SAU,2017SAU,4,33101.183,74.9,6.294282436,5.768481303,39.55164833,1.6,47309.13223
105,Saudi Arabia,SAU,2018SAU,4,33702.757,75,6.356393337,5.650836616,40.14794386,1.57,47596.73557
97,Saudi Arabia,SAU,2019SAU,4,34268.5,75.1,6.56,5.52,41.6,1.56,46962
69,Saudi Arabia,SAU,2020SAU,4,34813.9,74.6,6.56,5.31,42.0,1.55,..
67,Senegal,SEN,2015SEN,5,14578.45,66.7,4.61700058,1.152577572,44.45649306,1.61,2966.453516
66,Senegal,SEN,2016SEN,5,14993.514,67.1,4.59453392,1.102542084,44.85430544,1.6,3067.662712
65,Senegal,SEN,2017SEN,5,15419.354,67.4,4.683024883,1.160491011,45.35825605,1.6,3203.900758
66,Senegal,SEN,2018SEN,5,15854.324,67.7,4.769377232,1.158450903,46.03607262,1.57,3314.785689
34,Senegal,SEN,2019SEN,5,16296.4,67.9,5.49,1.15,51.2,1.56,3395
,Senegal,SEN,2020SEN,5,16743.9,68.0,,,,1.55,..
57,Serbia,SRB,2015SRB,7,8876.777,75.3,5.317685127,2.855840383,46.18605787,1.61,15627.94862
43,Serbia,SRB,2016SRB,7,8853.963,75.5,5.752754688,2.945289678,48.5659779,1.6,16234.49818
62,Serbia,SRB,2017SRB,7,8829.623,75.7,5.122031212,2.754592084,45.65771779,1.6,16664.06071
29,Serbia,SRB,2018SRB,7,8802.741,75.8,5.936493397,2.682327287,51.20114469,1.57,17508.5278
26,Serbia,SRB,2019SRB,7,8772.2,76.0,6.24,2.69,53.2,1.56,18351
17,Serbia,SRB,2020SRB,7,8737.4,75.7,6.04,2.37,53.5,1.55,..
115,Sierra Leone,SLE,2015SLE,5,7171.909,52.9,4.908617973,1.052693655,35.76663953,1.61,1551.822009
117,Sierra Leone,SLE,2016SLE,5,7328.846,53.4,4.732953072,0.989760192,35.44928688,1.6,1610.552727
138,Sierra Leone,SLE,2017SLE,5,7488.427,53.9,4.089562416,1.001921655,32.13759895,1.6,1642.606593
135,Sierra Leone,SLE,2018SLE,5,7650.149,54.3,4.305683136,0.986696281,33.61343409,1.57,1663.292393
147,Sierra Leone,SLE,2019SLE,5,7813.2,54.7,3.45,0.97,29.0,1.56,1718
,Sierra Leone,SLE,2020SLE,5,7977.0,55.1,,,,1.55,..
73,Singapore,SGP,2015SGP,8,5592.143,82.9,6.619524956,6.4393368,43.65209629,1.61,89366.30789
90,Singapore,SGP,2016SGP,8,5653.625,83.1,6.033480644,6.324792215,41.12248981,1.6,91075.53531
71,Singapore,SGP,2017SGP,8,5708.042,83.3,6.378437996,5.868474185,44.59428992,1.6,94940.97079
79,Singapore,SGP,2018SGP,8,5757.503,83.5,6.374564171,5.712974499,45.09627695,1.57,97744.95461
68,Singapore,SGP,2019SGP,8,5804.3,83.6,6.38,5.60,45.5,1.56,97341
,Singapore,SGP,2020SGP,8,5850.3,83.7,,5.37,,1.55,..
55,Slovakia,SVK,2015SVK,7,5435.614,76.8,6.162004471,4.145402606,46.24839464,1.61,28767.60276
60,Slovakia,SVK,2016SVK,7,5442.001,77,5.993163109,4.148562599,45.34959148,1.6,29343.28297
56,Slovakia,SVK,2017SVK,7,5447.903,77.2,6.365509033,4.413979185,46.43715015,1.6,30189.39713
68,Slovakia,SVK,2018SVK,7,5453.017,77.4,6.23511076,4.352998824,45.93018711,1.57,31283.76368
61,Slovakia,SVK,2019SVK,7,5457.0,77.5,6.24,4.22,46.6,1.56,31965
33,Slovakia,SVK,2020SVK,7,5459.6,76.6,6.52,3.74,49.7,1.55,..
77,Slovenia,SVN,2015SVN,7,2071.199,80.7,5.740642071,4.869947718,43.36917874,1.61,33912.92825
67,Slovenia,SVN,2016SVN,7,2074.205,80.9,5.936821461,4.869526398,44.53491409,1.6,34969.77263
60,Slovenia,SVN,2017SVN,7,2076.395,81,6.166837692,4.895139369,45.7815681,1.6,36622.19529
71,Slovenia,SVN,2018SVN,7,2077.836,81.2,6.249419212,4.991998824,45.80267268,1.57,38089.53867
53,Slovenia,SVN,2019SVN,7,2078.7,81.3,6.67,5.05,47.9,1.56,39030
38,Slovenia,SVN,2020SVN,7,2078.9,80.3,6.46,4.42,48.7,1.55,..
127,South Africa,ZAF,2015ZAF,5,55386.369,62.6,4.887325764,3.302355293,33.46703325,1.61,12840.0354
127,South Africa,ZAF,2016ZAF,5,56207.649,63.2,4.769739628,3.1153156,33.85786272,1.6,12702.91708
136,South Africa,ZAF,2017ZAF,5,57009.751,63.5,4.513655186,3.155162675,32.57705319,1.6,12701.34893
131,South Africa,ZAF,2018ZAF,5,57792.52,63.9,4.8839221,3.064659144,34.95262643,1.57,12627.92858
129,South Africa,ZAF,2019ZAF,5,58558.3,64.1,5.03,2.97,36.2,1.56,12482
86,South Africa,ZAF,2020ZAF,5,59308.7,60.6,4.95,2.73,34.3,1.55,..
92,South Korea,KOR,2015KOR,8,50823.087,82.1,5.780211449,5.797080901,41.0529808,1.61,38974.0041
85,South Korea,KOR,2016KOR,8,50983.446,82.4,5.970564365,5.927906679,41.72344712,1.6,39963.61047
98,South Korea,KOR,2017KOR,8,51096.408,82.6,5.873887062,6.175655659,40.51557726,1.6,41110.6448
107,South Korea,KOR,2018KOR,8,51171.7,82.8,5.840231419,6.335861321,39.79236757,1.57,42105.27993
110,South Korea,KOR,2019KOR,8,51225.3,83.0,5.90,6.45,39.8,1.56,42879
74,South Korea,KOR,2020KOR,8,51269.2,83.2,5.79,5.94,40.9,1.55,..
17,Spain,ESP,2015ESP,3,46671.919,83,6.380663395,3.929249872,52.84710679,1.61,37496.42147
26,Spain,ESP,2016ESP,3,46634.131,83.1,6.318612099,4.056278297,51.82363812,1.6,38600.44682
29,Spain,ESP,2017ESP,3,46647.425,83.3,6.230173111,4.026419355,51.55928857,1.6,39655.15021
21,Spain,ESP,2018ESP,3,46692.863,83.4,6.513370991,4.086202229,52.89059426,1.57,40441.27469
30,Spain,ESP,2019ESP,3,46736.8,83.6,6.46,4.14,52.3,1.56,40936
11,Spain,ESP,2020ESP,3,46754.8,82.0,6.50,3.49,54.9,1.55,..
33,Sri Lanka,LKA,2015LKA,6,20908.024,76.3,4.611606598,1.540621456,49.35841678,1.61,11890.51618
42,Sri Lanka,LKA,2016LKA,6,21021.177,76.5,4.471276045,1.510298522,48.57545597,1.6,12287.47271
50,Sri Lanka,LKA,2017LKA,6,21128.028,76.6,4.330945492,1.490568979,47.70705693,1.6,12584.10442
47,Sri Lanka,LKA,2018LKA,6,21228.76,76.8,4.435023785,1.485890943,48.48710561,1.57,12864.60635
60,Sri Lanka,LKA,2019LKA,6,21323.7,77.0,4.21,1.50,46.8,1.56,13078
,Sri Lanka,LKA,2020LKA,6,21413.3,77.2,,1.38,,1.55,..
,Sudan,SDN,2015SDN,5,38902.948,64.4,,1.306620824,,1.61,4191.823461
,Sudan,SDN,2016SDN,5,39847.433,64.7,,1.37715515,,1.6,4284.811056
,Sudan,SDN,2017SDN,5,40813.398,64.9,,1.334512378,,1.6,4362.578409
,Sudan,SDN,2018SDN,5,41801.532,65.1,,1.336276785,,1.57,4160.597868
112,Sudan,SDN,2019SDN,5,42813.2,65.3,4.24,1.34,39.6,1.56,3958
,Sudan,SDN,2020SDN,5,43849.3,65.4,,,,1.55,..
42,Sweden,SWE,2015SWE,3,9764.949,82.3,7.28892231,6.04098689,48.15009952,1.61,51091.58922
47,Sweden,SWE,2016SWE,3,9836.003,82.4,7.368744373,6.131761144,48.2140206,1.6,51498.35302
47,Sweden,SWE,2017SWE,3,9904.895,82.5,7.286804676,6.076790938,48.06842081,1.6,52113.83434
42,Sweden,SWE,2018SWE,3,9971.63,82.7,7.374792099,5.844604264,49.38821142,1.57,52516.45407
41,Sweden,SWE,2019SWE,3,10036.4,82.8,7.40,5.61,50.5,1.56,52642
30,Sweden,SWE,2020SWE,3,10099.3,82.0,7.31,5.36,50.5,1.55,..
7,Switzerland,CHE,2015CHE,3,8296.775,83.1,7.572136879,4.689625556,56.25750342,1.61,65936.62603
8,Switzerland,CHE,2016CHE,3,8379.915,83.3,7.458519936,4.600744924,56.11937518,1.6,66344.07481
10,Switzerland,CHE,2017CHE,3,8455.797,83.5,7.473593235,4.474964779,57.00842613,1.6,66910.5737
6,Switzerland,CHE,2018CHE,3,8525.614,83.6,7.508586884,4.289062603,58.07155554,1.57,68246.40264
4,Switzerland,CHE,2019CHE,3,8591.4,83.8,7.69,4.14,60.1,1.56,68391
1,Switzerland,CHE,2020CHE,3,8654.6,83.0,7.51,3.46,62.3,1.55,..
,Taiwan,TWN,2015TWN,8,23557.473,79.7495,6.450088024,,,1.61,#N/A
,Taiwan,TWN,2016TWN,8,23618.201,79.9362,6.512850761,,,1.6,#N/A
84,Taiwan,TWN,2017TWN,8,23674.546,80.1173,6.359450817,5.83,42.75072932,1.6,#N/A
88,Taiwan,TWN,2018TWN,8,23726.46,80.2928,6.467004776,5.922920989,42.91580362,1.57,#N/A
87,Taiwan,TWN,2019TWN,8,23773.9,80.5,6.54,5.97,43.2,1.56,#N/A
55,Taiwan,TWN,2020TWN,8,23816.8,80.6,6.75,5.74,45.1,1.55,#N/A
18,Tajikistan,TJK,2015TJK,7,8454.019,70.1,5.124210835,0.877953739,52.70636418,1.61,2821.656311
22,Tajikistan,TJK,2016TJK,7,8663.575,70.4,5.103721142,0.938113355,52.31128953,1.6,2942.647962
8,Tajikistan,TJK,2017TJK,7,8880.27,70.6,5.829234123,0.965336517,57.71557999,1.6,3089.530208
13,Tajikistan,TJK,2018TJK,7,9100.847,70.9,5.497468948,0.956281661,55.36071427,1.57,3234.721579
17,Tajikistan,TJK,2019TJK,7,9321.0,71.1,5.46,0.96,55.2,1.56,3380
13,Tajikistan,TJK,2020TJK,7,9537.6,71.3,5.37,0.97,54.5,1.55,..
121,Tanzania,TZA,2015TZA,5,51482.638,63.1,3.660597324,1.354596322,34.48131845,1.61,2354.139221
135,Tanzania,TZA,2016TZA,5,53049.231,63.8,2.90273428,1.162798537,30.79859938,1.6,2441.565214
133,Tanzania,TZA,2017TZA,5,54660.345,64.5,3.347121239,1.167050404,34.15789107,1.6,2530.438453
129,Tanzania,TZA,2018TZA,5,56313.444,65,3.445023298,1.135528184,35.15208205,1.57,2589.975602
